<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,5,20200110,062000,1.11086,1.11087,1.11078,1.11087,0,0
EURUSD,5,20200110,062500,1.11088,1.11092,1.11087,1.11092,0,0
EURUSD,5,20200110,063000,1.11092,1.11093,1.11084,1.11085,0,0
EURUSD,5,20200110,063500,1.11085,1.11087,1.11081,1.11083,0,0
EURUSD,5,20200110,064000,1.11083,1.11097,1.11083,1.11097,0,0
EURUSD,5,20200110,064500,1.11093,1.11099,1.11091,1.11097,0,0
EURUSD,5,20200110,065000,1.11097,1.11105,1.11085,1.11087,0,0
EURUSD,5,20200110,065500,1.11088,1.11094,1.11087,1.11091,0,0
EURUSD,5,20200110,070000,1.11092,1.11101,1.11092,1.11093,0,0
EURUSD,5,20200110,070500,1.11093,1.11098,1.11092,1.11097,0,0
EURUSD,5,20200110,071000,1.11099,1.11099,1.11096,1.11097,0,0
EURUSD,5,20200110,071500,1.11096,1.11097,1.11087,1.11096,0,0
EURUSD,5,20200110,072000,1.11096,1.11102,1.11081,1.11082,0,0
EURUSD,5,20200110,072500,1.11085,1.11087,1.11076,1.11085,0,0
EURUSD,5,20200110,073000,1.11085,1.11085,1.11075,1.11075,0,0
EURUSD,5,20200110,073500,1.11075,1.11082,1.1107,1.11072,0,0
EURUSD,5,20200110,074000,1.11075,1.11078,1.11072,1.11072,0,0
EURUSD,5,20200110,074500,1.11075,1.1108,1.11073,1.11073,0,0
EURUSD,5,20200110,075000,1.11073,1.11078,1.11072,1.11072,0,0
EURUSD,5,20200110,075500,1.11073,1.1109,1.11072,1.1109,0,0
EURUSD,5,20200110,080000,1.11094,1.11111,1.11093,1.11099,0,0
EURUSD,5,20200110,080500,1.11099,1.11099,1.11083,1.11092,0,0
EURUSD,5,20200110,081000,1.11093,1.11098,1.11091,1.11098,0,0
EURUSD,5,20200110,081500,1.11095,1.11095,1.11082,1.11087,0,0
EURUSD,5,20200110,082000,1.11086,1.1109,1.11082,1.11084,0,0
EURUSD,5,20200110,082500,1.11084,1.11092,1.11083,1.11089,0,0
EURUSD,5,20200110,083000,1.11091,1.11091,1.11057,1.11063,0,0
EURUSD,5,20200110,083500,1.11063,1.11078,1.11059,1.11062,0,0
EURUSD,5,20200110,084000,1.11064,1.11068,1.11047,1.11058,0,0
EURUSD,5,20200110,084500,1.11058,1.11062,1.11046,1.11053,0,0
EURUSD,5,20200110,085000,1.11053,1.11066,1.11053,1.11066,0,0
EURUSD,5,20200110,085500,1.11064,1.11074,1.11049,1.11069,0,0
EURUSD,5,20200110,090000,1.11071,1.11092,1.11059,1.1107,0,0
EURUSD,5,20200110,090500,1.11071,1.11075,1.11052,1.11059,0,0
EURUSD,5,20200110,091000,1.11052,1.11084,1.11049,1.11082,0,0
EURUSD,5,20200110,091500,1.11081,1.11084,1.11047,1.11054,0,0
EURUSD,5,20200110,092000,1.11053,1.11053,1.11014,1.11014,0,0
EURUSD,5,20200110,092500,1.11017,1.1105,1.11015,1.11017,0,0
EURUSD,5,20200110,093000,1.11017,1.11018,1.10968,1.10973,0,0
EURUSD,5,20200110,093500,1.10972,1.10977,1.10948,1.10961,0,0
EURUSD,5,20200110,094000,1.10964,1.1097,1.10938,1.10942,0,0
EURUSD,5,20200110,094500,1.10943,1.10984,1.10937,1.10979,0,0
EURUSD,5,20200110,095000,1.10974,1.10974,1.10946,1.10959,0,0
EURUSD,5,20200110,095500,1.10959,1.11,1.10958,1.10996,0,0
EURUSD,5,20200110,100000,1.10996,1.10996,1.10952,1.10956,0,0
EURUSD,5,20200110,100500,1.10957,1.10975,1.10955,1.10968,0,0
EURUSD,5,20200110,101000,1.10969,1.1097,1.10935,1.10958,0,0
EURUSD,5,20200110,101500,1.10957,1.10958,1.10923,1.10945,0,0
EURUSD,5,20200110,102000,1.10949,1.10969,1.10918,1.10942,0,0
EURUSD,5,20200110,102500,1.10944,1.10951,1.10933,1.10946,0,0
EURUSD,5,20200110,103000,1.10946,1.10956,1.10939,1.10939,0,0
EURUSD,5,20200110,103500,1.10943,1.10961,1.10943,1.10959,0,0
EURUSD,5,20200110,104000,1.10959,1.10959,1.10943,1.10945,0,0
EURUSD,5,20200110,104500,1.10945,1.10998,1.10945,1.10996,0,0
EURUSD,5,20200110,105000,1.10983,1.10991,1.10953,1.1096,0,0
EURUSD,5,20200110,105500,1.10961,1.10976,1.10951,1.10968,0,0
EURUSD,5,20200110,110000,1.10966,1.10966,1.10951,1.10959,0,0
EURUSD,5,20200110,110500,1.10958,1.1098,1.10957,1.1098,0,0
EURUSD,5,20200110,111000,1.10979,1.10981,1.10966,1.10975,0,0
EURUSD,5,20200110,111500,1.10975,1.10976,1.10964,1.10966,0,0
EURUSD,5,20200110,112000,1.10963,1.10985,1.10956,1.10971,0,0
EURUSD,5,20200110,112500,1.10971,1.10976,1.10959,1.10974,0,0
EURUSD,5,20200110,113000,1.10974,1.10974,1.10943,1.10949,0,0
EURUSD,5,20200110,113500,1.10951,1.10952,1.10933,1.10934,0,0
EURUSD,5,20200110,114000,1.10934,1.10946,1.10914,1.1094,0,0
EURUSD,5,20200110,114500,1.10939,1.10946,1.10929,1.10929,0,0
EURUSD,5,20200110,115000,1.10931,1.10935,1.10905,1.10935,0,0
EURUSD,5,20200110,115500,1.10935,1.10942,1.10913,1.10931,0,0
EURUSD,5,20200110,120000,1.10925,1.10925,1.10853,1.10871,0,0
EURUSD,5,20200110,120500,1.10879,1.10886,1.10869,1.10886,0,0
EURUSD,5,20200110,121000,1.10876,1.10884,1.10872,1.10884,0,0
EURUSD,5,20200110,121500,1.1088,1.10883,1.1087,1.10878,0,0
EURUSD,5,20200110,122000,1.10878,1.10916,1.10874,1.10915,0,0
EURUSD,5,20200110,122500,1.10915,1.10924,1.10909,1.10924,0,0
EURUSD,5,20200110,123000,1.10922,1.10944,1.10922,1.10944,0,0
EURUSD,5,20200110,123500,1.1095,1.10962,1.10934,1.10939,0,0
EURUSD,5,20200110,124000,1.10939,1.1095,1.10928,1.10929,0,0
EURUSD,5,20200110,124500,1.10928,1.10939,1.10918,1.10928,0,0
EURUSD,5,20200110,125000,1.10928,1.10949,1.10928,1.10948,0,0
EURUSD,5,20200110,125500,1.10945,1.10948,1.10918,1.10923,0,0
EURUSD,5,20200110,130000,1.1093,1.10935,1.10918,1.10933,0,0
EURUSD,5,20200110,130500,1.10933,1.10948,1.10924,1.10934,0,0
EURUSD,5,20200110,131000,1.10936,1.10948,1.10924,1.10948,0,0
EURUSD,5,20200110,131500,1.10944,1.10945,1.10928,1.10944,0,0
EURUSD,5,20200110,132000,1.10943,1.10952,1.10943,1.10951,0,0
EURUSD,5,20200110,132500,1.10953,1.10955,1.10949,1.10954,0,0
EURUSD,5,20200110,133000,1.10955,1.10972,1.10952,1.1096,0,0
EURUSD,5,20200110,133500,1.1096,1.1097,1.10959,1.10969,0,0
EURUSD,5,20200110,134000,1.10969,1.1097,1.10953,1.10965,0,0
EURUSD,5,20200110,134500,1.10963,1.10971,1.10949,1.10961,0,0
EURUSD,5,20200110,135000,1.10959,1.10971,1.10958,1.10966,0,0
EURUSD,5,20200110,135500,1.1097,1.10993,1.1097,1.10986,0,0
EURUSD,5,20200110,140000,1.10984,1.10994,1.10973,1.10974,0,0
EURUSD,5,20200110,140500,1.10974,1.10985,1.10941,1.10949,0,0
EURUSD,5,20200110,141000,1.10949,1.10949,1.109,1.10908,0,0
EURUSD,5,20200110,141500,1.10912,1.10926,1.109,1.10922,0,0
EURUSD,5,20200110,142000,1.10912,1.10927,1.10905,1.1092,0,0
EURUSD,5,20200110,142500,1.10919,1.10943,1.10908,1.10943,0,0
EURUSD,5,20200110,143000,1.11001,1.1113,1.11001,1.111,0,0
EURUSD,5,20200110,143500,1.11123,1.11123,1.11072,1.11098,0,0
EURUSD,5,20200110,144000,1.11099,1.11101,1.11051,1.11072,0,0
EURUSD,5,20200110,144500,1.11072,1.11096,1.11052,1.11062,0,0
EURUSD,5,20200110,145000,1.11062,1.11062,1.10999,1.11007,0,0
EURUSD,5,20200110,145500,1.11006,1.11024,1.10949,1.10968,0,0
EURUSD,5,20200110,150000,1.10958,1.10991,1.10922,1.10922,0,0
EURUSD,5,20200110,150500,1.1094,1.10971,1.10924,1.10963,0,0
EURUSD,5,20200110,151000,1.10971,1.10976,1.10926,1.10946,0,0
EURUSD,5,20200110,151500,1.10947,1.10947,1.10872,1.10875,0,0
EURUSD,5,20200110,152000,1.10887,1.1095,1.10887,1.10941,0,0
EURUSD,5,20200110,152500,1.10948,1.10982,1.10948,1.10966,0,0
EURUSD,5,20200110,153000,1.10964,1.10982,1.10942,1.10978,0,0
EURUSD,5,20200110,153500,1.10978,1.11008,1.10967,1.10996,0,0
EURUSD,5,20200110,154000,1.10995,1.10996,1.10956,1.10996,0,0
EURUSD,5,20200110,154500,1.10995,1.11002,1.10928,1.10945,0,0
EURUSD,5,20200110,155000,1.10946,1.10956,1.10936,1.10956,0,0
EURUSD,5,20200110,155500,1.10957,1.11024,1.10957,1.11013,0,0
EURUSD,5,20200110,160000,1.11,1.11023,1.10985,1.11002,0,0
EURUSD,5,20200110,160500,1.11003,1.11078,1.1099,1.11072,0,0
EURUSD,5,20200110,161000,1.11066,1.11092,1.11062,1.11062,0,0
EURUSD,5,20200110,161500,1.11072,1.111,1.11049,1.111,0,0
EURUSD,5,20200110,162000,1.11097,1.11116,1.11077,1.11084,0,0
EURUSD,5,20200110,162500,1.11094,1.11112,1.11083,1.11088,0,0
EURUSD,5,20200110,163000,1.11085,1.11111,1.11081,1.11084,0,0
EURUSD,5,20200110,163500,1.11081,1.11162,1.1108,1.11162,0,0
EURUSD,5,20200110,164000,1.11156,1.11156,1.11116,1.11126,0,0
EURUSD,5,20200110,164500,1.11125,1.11152,1.11125,1.1115,0,0
EURUSD,5,20200110,165000,1.11149,1.11178,1.11144,1.11155,0,0
EURUSD,5,20200110,165500,1.11155,1.11156,1.11127,1.1113,0,0
EURUSD,5,20200110,170000,1.1113,1.11142,1.11116,1.11133,0,0
EURUSD,5,20200110,170500,1.11136,1.1114,1.11115,1.11125,0,0
EURUSD,5,20200110,171000,1.11126,1.11134,1.11114,1.11134,0,0
EURUSD,5,20200110,171500,1.11135,1.11168,1.11134,1.11163,0,0
EURUSD,5,20200110,172000,1.11167,1.11181,1.11163,1.11177,0,0
EURUSD,5,20200110,172500,1.11176,1.11176,1.11151,1.11155,0,0
EURUSD,5,20200110,173000,1.11166,1.11175,1.11155,1.11155,0,0
EURUSD,5,20200110,173500,1.11189,1.112,1.11155,1.11155,0,0
EURUSD,5,20200110,174000,1.11141,1.11155,1.11138,1.11151,0,0
EURUSD,5,20200110,174500,1.11152,1.11177,1.11151,1.11169,0,0
EURUSD,5,20200110,175000,1.11169,1.11192,1.11167,1.11179,0,0
EURUSD,5,20200110,175500,1.11177,1.11193,1.11173,1.11182,0,0
EURUSD,5,20200110,180000,1.11184,1.11209,1.11181,1.11208,0,0
EURUSD,5,20200110,180500,1.11208,1.11233,1.11208,1.11213,0,0
EURUSD,5,20200110,181000,1.11213,1.11244,1.1121,1.11241,0,0
EURUSD,5,20200110,181500,1.11237,1.11263,1.11234,1.11256,0,0
EURUSD,5,20200110,182000,1.11256,1.11283,1.11255,1.11279,0,0
EURUSD,5,20200110,182500,1.11276,1.11293,1.11267,1.11267,0,0
EURUSD,5,20200110,183000,1.11268,1.11269,1.11249,1.11253,0,0
EURUSD,5,20200110,183500,1.11253,1.11255,1.11226,1.1123,0,0
EURUSD,5,20200110,184000,1.11227,1.11238,1.11215,1.11215,0,0
EURUSD,5,20200110,184500,1.11217,1.11224,1.11208,1.11215,0,0
EURUSD,5,20200110,185000,1.11212,1.11221,1.11209,1.11209,0,0
EURUSD,5,20200110,185500,1.11208,1.1123,1.11207,1.11224,0,0
EURUSD,5,20200110,190000,1.11226,1.11234,1.11204,1.11207,0,0
EURUSD,5,20200110,190500,1.11208,1.11216,1.11194,1.11201,0,0
EURUSD,5,20200110,191000,1.11202,1.11215,1.11201,1.11207,0,0
EURUSD,5,20200110,191500,1.11207,1.11215,1.11196,1.11198,0,0
EURUSD,5,20200110,192000,1.11199,1.11208,1.11194,1.11207,0,0
EURUSD,5,20200110,192500,1.11208,1.11212,1.11205,1.11205,0,0
EURUSD,5,20200110,193000,1.11209,1.11216,1.11197,1.112,0,0
EURUSD,5,20200110,193500,1.11199,1.11203,1.11196,1.112,0,0
EURUSD,5,20200110,194000,1.11201,1.11212,1.11196,1.11203,0,0
EURUSD,5,20200110,194500,1.11201,1.11205,1.11199,1.11203,0,0
EURUSD,5,20200110,195000,1.11205,1.11216,1.11204,1.11207,0,0
EURUSD,5,20200110,195500,1.11206,1.1121,1.11186,1.11191,0,0
EURUSD,5,20200110,200000,1.1119,1.1119,1.11173,1.11173,0,0
EURUSD,5,20200110,200500,1.11172,1.11197,1.11172,1.11194,0,0
EURUSD,5,20200110,201000,1.11192,1.11207,1.11192,1.11195,0,0
EURUSD,5,20200110,201500,1.11195,1.11201,1.11188,1.11192,0,0
EURUSD,5,20200110,202000,1.11192,1.11203,1.11186,1.11202,0,0
EURUSD,5,20200110,202500,1.11202,1.11214,1.11202,1.11211,0,0
EURUSD,5,20200110,203000,1.11211,1.11221,1.11209,1.11212,0,0
EURUSD,5,20200110,203500,1.11211,1.1122,1.11209,1.11218,0,0
EURUSD,5,20200110,204000,1.11219,1.11224,1.11217,1.11224,0,0
EURUSD,5,20200110,204500,1.11225,1.11228,1.11221,1.11228,0,0
EURUSD,5,20200110,205000,1.1123,1.11234,1.11222,1.11225,0,0
EURUSD,5,20200110,205500,1.11222,1.11233,1.11219,1.11219,0,0
EURUSD,5,20200110,210000,1.11218,1.11223,1.11198,1.11201,0,0
EURUSD,5,20200110,210500,1.112,1.11209,1.11197,1.11209,0,0
EURUSD,5,20200110,211000,1.11209,1.11214,1.11204,1.1121,0,0
EURUSD,5,20200110,211500,1.11209,1.11222,1.11204,1.11217,0,0
EURUSD,5,20200110,212000,1.11217,1.11218,1.11211,1.11213,0,0
EURUSD,5,20200110,212500,1.11213,1.11213,1.11202,1.11202,0,0
EURUSD,5,20200110,213000,1.11202,1.11208,1.11202,1.11203,0,0
EURUSD,5,20200110,213500,1.11202,1.11211,1.11201,1.1121,0,0
EURUSD,5,20200110,214000,1.11211,1.11221,1.11209,1.11209,0,0
EURUSD,5,20200110,214500,1.1121,1.11215,1.11205,1.11215,0,0
EURUSD,5,20200110,215000,1.11213,1.11213,1.11202,1.11205,0,0
EURUSD,5,20200110,215500,1.11205,1.11214,1.112,1.11212,0,0
EURUSD,5,20200110,220000,1.11213,1.11218,1.11212,1.11217,0,0
EURUSD,5,20200113,000000,1.11154,1.11169,1.11152,1.11166,0,0
EURUSD,5,20200113,000500,1.11166,1.11174,1.11165,1.11168,0,0
EURUSD,5,20200113,001000,1.11167,1.11184,1.11167,1.11184,0,0
EURUSD,5,20200113,001500,1.11184,1.11184,1.11167,1.11168,0,0
EURUSD,5,20200113,002000,1.11168,1.11168,1.1116,1.11162,0,0
EURUSD,5,20200113,002500,1.11162,1.11167,1.11157,1.11164,0,0
EURUSD,5,20200113,003000,1.11162,1.11163,1.11156,1.11156,0,0
EURUSD,5,20200113,003500,1.11155,1.11156,1.1115,1.11156,0,0
EURUSD,5,20200113,004000,1.11157,1.11158,1.11157,1.11157,0,0
EURUSD,5,20200113,004500,1.11157,1.11168,1.11157,1.11167,0,0
EURUSD,5,20200113,005000,1.11167,1.11168,1.11161,1.11167,0,0
EURUSD,5,20200113,005500,1.11166,1.11167,1.11157,1.11162,0,0
EURUSD,5,20200113,010000,1.11161,1.11167,1.11161,1.11166,0,0
EURUSD,5,20200113,010500,1.11167,1.11179,1.11167,1.11178,0,0
EURUSD,5,20200113,011000,1.11178,1.11184,1.11178,1.11184,0,0
EURUSD,5,20200113,011500,1.11183,1.11188,1.11178,1.11178,0,0
EURUSD,5,20200113,012000,1.1118,1.1118,1.11162,1.11162,0,0
EURUSD,5,20200113,012500,1.11163,1.11171,1.11163,1.11165,0,0
EURUSD,5,20200113,013000,1.11165,1.11168,1.11161,1.11167,0,0
EURUSD,5,20200113,013500,1.11167,1.11169,1.11165,1.11167,0,0
EURUSD,5,20200113,014000,1.11167,1.11174,1.11166,1.1117,0,0
EURUSD,5,20200113,014500,1.11169,1.11184,1.11169,1.11183,0,0
EURUSD,5,20200113,015000,1.11184,1.11189,1.11183,1.11184,0,0
EURUSD,5,20200113,015500,1.11184,1.11188,1.11183,1.11188,0,0
EURUSD,5,20200113,020000,1.11188,1.11189,1.11178,1.11178,0,0
EURUSD,5,20200113,020500,1.11178,1.11183,1.11174,1.11179,0,0
EURUSD,5,20200113,021000,1.11179,1.11205,1.11178,1.1119,0,0
EURUSD,5,20200113,021500,1.11194,1.11194,1.11182,1.11184,0,0
EURUSD,5,20200113,022000,1.11184,1.112,1.11184,1.112,0,0
EURUSD,5,20200113,022500,1.11199,1.112,1.11194,1.11199,0,0
EURUSD,5,20200113,023000,1.112,1.11202,1.11193,1.11194,0,0
EURUSD,5,20200113,023500,1.11194,1.11196,1.11189,1.11195,0,0
EURUSD,5,20200113,024000,1.11196,1.11199,1.11194,1.11199,0,0
EURUSD,5,20200113,024500,1.112,1.11204,1.11198,1.112,0,0
EURUSD,5,20200113,025000,1.112,1.11215,1.11195,1.11204,0,0
EURUSD,5,20200113,025500,1.11215,1.11215,1.11203,1.11213,0,0
EURUSD,5,20200113,030000,1.11214,1.11215,1.1121,1.11213,0,0
EURUSD,5,20200113,030500,1.11214,1.11214,1.11207,1.11209,0,0
EURUSD,5,20200113,031000,1.1121,1.11215,1.11205,1.11209,0,0
EURUSD,5,20200113,031500,1.11208,1.11208,1.11201,1.11202,0,0
EURUSD,5,20200113,032000,1.11202,1.11209,1.112,1.11209,0,0
EURUSD,5,20200113,032500,1.11209,1.11209,1.11207,1.11209,0,0
EURUSD,5,20200113,033000,1.11209,1.11215,1.11208,1.1121,0,0
EURUSD,5,20200113,033500,1.1121,1.1122,1.1121,1.11219,0,0
EURUSD,5,20200113,034000,1.11219,1.11234,1.11218,1.11233,0,0
EURUSD,5,20200113,034500,1.11234,1.11234,1.11228,1.11233,0,0
EURUSD,5,20200113,035000,1.11233,1.11245,1.11232,1.11244,0,0
EURUSD,5,20200113,035500,1.11245,1.11259,1.11244,1.11259,0,0
EURUSD,5,20200113,040000,1.11254,1.11274,1.11254,1.1127,0,0
EURUSD,5,20200113,040500,1.11269,1.11286,1.11269,1.11285,0,0
EURUSD,5,20200113,041000,1.11284,1.11286,1.11281,1.11284,0,0
EURUSD,5,20200113,041500,1.1128,1.1128,1.1126,1.1126,0,0
EURUSD,5,20200113,042000,1.1126,1.11265,1.11258,1.11263,0,0
EURUSD,5,20200113,042500,1.11264,1.11285,1.11264,1.11267,0,0
EURUSD,5,20200113,043000,1.11266,1.11274,1.11264,1.11274,0,0
EURUSD,5,20200113,043500,1.11274,1.1128,1.11272,1.11277,0,0
EURUSD,5,20200113,044000,1.11279,1.11282,1.11277,1.11277,0,0
EURUSD,5,20200113,044500,1.11278,1.11296,1.11278,1.11295,0,0
EURUSD,5,20200113,045000,1.11295,1.11299,1.11291,1.11291,0,0
EURUSD,5,20200113,045500,1.1129,1.11296,1.1129,1.11293,0,0
EURUSD,5,20200113,050000,1.11294,1.11295,1.11276,1.11276,0,0
EURUSD,5,20200113,050500,1.11276,1.11285,1.11276,1.11283,0,0
EURUSD,5,20200113,051000,1.11284,1.11288,1.1128,1.11285,0,0
EURUSD,5,20200113,051500,1.11285,1.11294,1.11283,1.11294,0,0
EURUSD,5,20200113,052000,1.11295,1.11305,1.11295,1.11305,0,0
EURUSD,5,20200113,052500,1.11305,1.11305,1.11293,1.11294,0,0
EURUSD,5,20200113,053000,1.11294,1.11299,1.1129,1.11299,0,0
EURUSD,5,20200113,053500,1.113,1.11304,1.11298,1.113,0,0
EURUSD,5,20200113,054000,1.11299,1.11305,1.11293,1.11295,0,0
EURUSD,5,20200113,054500,1.11295,1.11305,1.11294,1.113,0,0
EURUSD,5,20200113,055000,1.113,1.113,1.11295,1.11299,0,0
EURUSD,5,20200113,055500,1.11297,1.11297,1.11273,1.11274,0,0
EURUSD,5,20200113,060000,1.11273,1.11289,1.11272,1.11289,0,0
EURUSD,5,20200113,060500,1.11288,1.11295,1.11288,1.11295,0,0
EURUSD,5,20200113,061000,1.11295,1.113,1.11294,1.11294,0,0
EURUSD,5,20200113,061500,1.11295,1.11301,1.11294,1.11299,0,0
EURUSD,5,20200113,062000,1.113,1.11305,1.11292,1.11292,0,0
EURUSD,5,20200113,062500,1.11292,1.11293,1.11287,1.1129,0,0
EURUSD,5,20200113,063000,1.1129,1.11295,1.11288,1.11294,0,0
EURUSD,5,20200113,063500,1.11295,1.11295,1.11289,1.11295,0,0
EURUSD,5,20200113,064000,1.11295,1.11302,1.11294,1.11299,0,0
EURUSD,5,20200113,064500,1.11299,1.11318,1.11299,1.11315,0,0
EURUSD,5,20200113,065000,1.11314,1.11319,1.11313,1.11317,0,0
EURUSD,5,20200113,065500,1.1132,1.1132,1.11297,1.11298,0,0
EURUSD,5,20200113,070000,1.11298,1.11298,1.11287,1.11287,0,0
EURUSD,5,20200113,070500,1.11287,1.11288,1.11256,1.11256,0,0
EURUSD,5,20200113,071000,1.11256,1.1126,1.11251,1.1126,0,0
EURUSD,5,20200113,071500,1.1126,1.1127,1.11259,1.1127,0,0
EURUSD,5,20200113,072000,1.1127,1.11281,1.1127,1.11278,0,0
EURUSD,5,20200113,072500,1.1128,1.11296,1.11279,1.11293,0,0
EURUSD,5,20200113,073000,1.11293,1.11294,1.11282,1.11282,0,0
EURUSD,5,20200113,073500,1.11282,1.1129,1.11278,1.11289,0,0
EURUSD,5,20200113,074000,1.11292,1.11292,1.1128,1.11284,0,0
EURUSD,5,20200113,074500,1.11285,1.113,1.11284,1.11294,0,0
EURUSD,5,20200113,075000,1.11293,1.11293,1.11283,1.11285,0,0
EURUSD,5,20200113,075500,1.11285,1.11288,1.11283,1.11288,0,0
EURUSD,5,20200113,080000,1.11288,1.11299,1.11277,1.1129,0,0
EURUSD,5,20200113,080500,1.11281,1.11297,1.11261,1.11293,0,0
EURUSD,5,20200113,081000,1.11292,1.11294,1.11273,1.11284,0,0
EURUSD,5,20200113,081500,1.1128,1.11284,1.11271,1.11284,0,0
EURUSD,5,20200113,082000,1.11284,1.11284,1.11252,1.11252,0,0
EURUSD,5,20200113,082500,1.11252,1.11275,1.1125,1.11275,0,0
EURUSD,5,20200113,083000,1.11273,1.1128,1.11261,1.11269,0,0
EURUSD,5,20200113,083500,1.11269,1.11281,1.11268,1.11269,0,0
EURUSD,5,20200113,084000,1.11269,1.11299,1.11269,1.11288,0,0
EURUSD,5,20200113,084500,1.1129,1.11299,1.11283,1.11289,0,0
EURUSD,5,20200113,085000,1.1129,1.1129,1.11248,1.11249,0,0
EURUSD,5,20200113,085500,1.11248,1.11248,1.11222,1.11228,0,0
EURUSD,5,20200113,090000,1.11227,1.11264,1.11227,1.11263,0,0
EURUSD,5,20200113,090500,1.11264,1.11286,1.11263,1.11263,0,0
EURUSD,5,20200113,091000,1.11262,1.11263,1.11233,1.11242,0,0
EURUSD,5,20200113,091500,1.11242,1.11254,1.11237,1.11238,0,0
EURUSD,5,20200113,092000,1.11238,1.11239,1.11217,1.11219,0,0
EURUSD,5,20200113,092500,1.11222,1.11233,1.11202,1.11232,0,0
EURUSD,5,20200113,093000,1.11232,1.11233,1.11216,1.11216,0,0
EURUSD,5,20200113,093500,1.11216,1.11247,1.11216,1.11241,0,0
EURUSD,5,20200113,094000,1.11241,1.11277,1.11241,1.11271,0,0
EURUSD,5,20200113,094500,1.11273,1.11277,1.11245,1.11256,0,0
EURUSD,5,20200113,095000,1.11259,1.1127,1.11247,1.1127,0,0
EURUSD,5,20200113,095500,1.11273,1.11297,1.11267,1.1129,0,0
EURUSD,5,20200113,100000,1.11287,1.11357,1.11286,1.11341,0,0
EURUSD,5,20200113,100500,1.11334,1.11334,1.1128,1.11291,0,0
EURUSD,5,20200113,101000,1.11295,1.11296,1.11246,1.11246,0,0
EURUSD,5,20200113,101500,1.11245,1.11245,1.11205,1.1122,0,0
EURUSD,5,20200113,102000,1.11218,1.1123,1.112,1.11204,0,0
EURUSD,5,20200113,102500,1.11202,1.11227,1.11202,1.11215,0,0
EURUSD,5,20200113,103000,1.11203,1.11207,1.11173,1.11186,0,0
EURUSD,5,20200113,103500,1.11185,1.11206,1.1118,1.11205,0,0
EURUSD,5,20200113,104000,1.11202,1.11212,1.11175,1.11175,0,0
EURUSD,5,20200113,104500,1.11179,1.11199,1.11175,1.11199,0,0
EURUSD,5,20200113,105000,1.11195,1.11199,1.11158,1.11166,0,0
EURUSD,5,20200113,105500,1.11162,1.11171,1.1115,1.11155,0,0
EURUSD,5,20200113,110000,1.1115,1.11173,1.11128,1.11172,0,0
EURUSD,5,20200113,110500,1.11171,1.11182,1.1117,1.11177,0,0
EURUSD,5,20200113,111000,1.11177,1.11191,1.11163,1.11173,0,0
EURUSD,5,20200113,111500,1.11171,1.11196,1.11171,1.11191,0,0
EURUSD,5,20200113,112000,1.11195,1.11196,1.11163,1.1118,0,0
EURUSD,5,20200113,112500,1.11181,1.11188,1.11167,1.11176,0,0
EURUSD,5,20200113,113000,1.11176,1.11176,1.11147,1.11157,0,0
EURUSD,5,20200113,113500,1.1116,1.11189,1.11156,1.11181,0,0
EURUSD,5,20200113,114000,1.11185,1.11186,1.11156,1.1117,0,0
EURUSD,5,20200113,114500,1.11174,1.1118,1.11154,1.11154,0,0
EURUSD,5,20200113,115000,1.11152,1.11179,1.11152,1.11175,0,0
EURUSD,5,20200113,115500,1.11172,1.11173,1.11157,1.11167,0,0
EURUSD,5,20200113,120000,1.11168,1.11201,1.11165,1.11197,0,0
EURUSD,5,20200113,120500,1.11199,1.11222,1.11198,1.11222,0,0
EURUSD,5,20200113,121000,1.11222,1.11222,1.112,1.11211,0,0
EURUSD,5,20200113,121500,1.11213,1.11213,1.11185,1.11192,0,0
EURUSD,5,20200113,122000,1.11188,1.11205,1.11188,1.11197,0,0
EURUSD,5,20200113,122500,1.11198,1.11212,1.11196,1.11197,0,0
EURUSD,5,20200113,123000,1.11198,1.11199,1.1118,1.11182,0,0
EURUSD,5,20200113,123500,1.11184,1.11205,1.11184,1.11195,0,0
EURUSD,5,20200113,124000,1.11195,1.11201,1.11179,1.11185,0,0
EURUSD,5,20200113,124500,1.11191,1.11193,1.11176,1.1119,0,0
EURUSD,5,20200113,125000,1.1119,1.11217,1.11189,1.11217,0,0
EURUSD,5,20200113,125500,1.11217,1.11241,1.11204,1.11205,0,0
EURUSD,5,20200113,130000,1.11208,1.11221,1.11185,1.1119,0,0
EURUSD,5,20200113,130500,1.11197,1.11215,1.11193,1.11205,0,0
EURUSD,5,20200113,131000,1.11209,1.11215,1.11189,1.11211,0,0
EURUSD,5,20200113,131500,1.11216,1.11236,1.11215,1.11221,0,0
EURUSD,5,20200113,132000,1.11215,1.11241,1.11215,1.11241,0,0
EURUSD,5,20200113,132500,1.11234,1.11257,1.11229,1.11253,0,0
EURUSD,5,20200113,133000,1.11254,1.11262,1.11235,1.11235,0,0
EURUSD,5,20200113,133500,1.11235,1.11253,1.11231,1.1125,0,0
EURUSD,5,20200113,134000,1.1125,1.1125,1.11213,1.11213,0,0
EURUSD,5,20200113,134500,1.11218,1.11226,1.11194,1.11209,0,0
EURUSD,5,20200113,135000,1.11209,1.11233,1.11204,1.11233,0,0
EURUSD,5,20200113,135500,1.11234,1.11261,1.11234,1.11254,0,0
EURUSD,5,20200113,140000,1.11245,1.1127,1.11244,1.11261,0,0
